ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin
JOY,2016-12-31,0,3445504000,1931590000.0,1513914000.0,14.1,-1711000,321909000,321909000,389108000,-277000,2.458,1.47,996247000,43006000.0,953241000.0,996247000,242450000,26217000,0,0.001,0.01,-162000,26055000,0.052,26055000,-162000,-12772000,0.0,0.0,0.0,1394691000,1394691000,3478650993.0,273.0,24.709,39762000,0.402,1,108661000,0.218,567843000,12610000,2766077000,836465000,0,0.0,0.0,2050813000,785922000.0,1264891000.0,2804312993.0,45270000,0,10668000,-9375000,-1009000,5568000,-1711000,0,41473000,-60000,-277000,-277000,-277000,0,0,-0.001,111883000,-3222000,219502000,,2.011,-152.119,-156.389,642882000,0,28.15,1.197,1.188,639881000,,497769000,497769000,0,6443000,111111000,1.0,99620355,98913000,98913000.0,5.032,2877661000,179539000,-12495000,0,29.093,1145668000.0,-10786000,0.008,872248,-0.014
JPM,2019-12-31,1569000000,2687379000000,,,83.229,0,263631000000,263631000000,0,8520000000,,9.283,516093000000,,,516093000000,0,2139000000,1562431000000,0.026,0.9,10136000000,12275000000,0.433,12275000000,10136000000,10136000000,2.58,2.57,2.58,261330000000,261330000000,658718749571.0,15.0,12.885,83085000000,26.461,1,28331000000,1.0,53341000000,0,2886500000000,0,2144903000000,,,2426049000000,,,406256749571.0,7034000000,0,-6751000000,-73809000000,-3287000000,-63019000000,-15832000000,-15080000000,83085000000,2800000000,8091000000,8091000000,8091000000,0,429000000,0.286,16339000000,11992000000,210407000000,0.349,1.555,11.727,12.294,25813000000,0,132.16,3.514,3.682,72861000000,223211000000.0,28331000000,28331000000,0,0,14876000000,1.0,3073976616,3139900000,3147600000.0,9.023,2634038000000,0,2045000000,0,838.892,,-77038000000,,-62508308,0.0
JWN,2019-12-31,-68000000,9737000000,3230000000.0,6507000000.0,6.296,-194000000,853000000,853000000,2883000000,192000000,0.918,8.946,4795000000,244000000.0,4551000000.0,4795000000,0,240000000,0,0.083,0.37,299000000,539000000,0.119,539000000,299000000,263000000,1.24,1.23,1.24,979000000,979000000,6734342543.0,9.0,4.111,473000000,3.042,1,1654000000,0.365,249000000,36000000,9910000000,1920000000,0,0.0,0.0,8758000000,3520000000.0,5238000000.0,2792342543.0,366000000,0,10000000,-51000000,-57000000,-109000000,-192000000,0,667000000,0,192000000,192000000,192000000,0,0,0.042,1355000000,299000000,1576000000,0.298,2.852,5.63,5.581,5953000000,0,17.86,0.18,0.179,179000000,-2082000000.0,4537000000,4537000000,0,14000000,1355000000,1.0,156346167,155500000,156700000.0,29.177,9488000000,0,71000000,0,61.016,-290000000.0,-17000000,0.02,1093000,0.003
K,2020-03-31,-1727000000,18240000000,4290000000.0,13950000000.0,7.819,-112000000,1016000000,1016000000,2268000000,350000000,0.767,5.62,9032000000,1395000000.0,7637000000.0,9032000000,0,117000000,0,0.035,0.57,505000000,622000000,0.182,622000000,505000000,441000000,1.01,1.01,1.01,2674000000,2674000000,30241577951.0,18.0,14.272,279000000,0.816,1,1144000000,0.335,9512000000,64000000,11149000000,1189000000,402000000,0.0,402000000.0,15028000000,5595000000.0,9433000000.0,22225577951.0,619000000,0,46000000,546000000,-195000000,477000000,-202000000,-63000000,391000000,-47000000,347000000,347000000,347000000,0,3000000,0.102,685000000,459000000,2329000000,0.564,8.312,21.683,21.62,4036000000,0,64.86,1.65,1.647,1748000000,8010000000.0,3412000000,3412000000,0,19000000,685000000,1.0,342670027,342000000,344000000.0,9.977,8728000000,0,94000000,592000000,25.52,-1305000000.0,563000000,0.049,615662,-0.003
KEY,2019-12-31,26000000,144988000000,,,17.501,-26000000,732000000,732000000,0,469000000,,7.51,13540000000,,,13540000000,0,58000000,111870000000,0.04,0.185,544000000,602000000,0.396,602000000,544000000,544000000,0.45,0.45,0.45,17038000000,17038000000,29945951017.0,15.0,13.18,981000000,1.008,1,1521000000,1.0,2917000000,0,154879000000,0,129907000000,,,127950000000,,,17137951017.0,96000000,0,-230000000,-1733000000,-209000000,-1951000000,1040000000,1039000000,1007000000,0,469000000,442000000,442000000,-3000000,0,0.291,980000000,541000000,0,0.411,1.006,10.579,10.84,814000000,27000000,17.67,2.893,2.96,0,12469000000.0,1521000000,1521000000,0,24000000,784000000,1.0,969889701,973560000,985316000.0,1.562,142071000000,0,75000000,0,145.929,,-1812000000,,-15068308,0.0
KIM,2019-12-31,0,10997867000,,,11.515,29100000,123947000,123947000,90757000,110043000,,1.244,5408478000,,,5408478000,0,68439000,0,0.06,0.28,155439000,223878000,0.756,223878000,155439000,109682000,0.22,0.22,0.22,4864892000,4864892000,13307764270.0,23.0,15.428,130269000,0.308,1,205373000,0.694,0,45757000,16282398000,0,772518000,,,6051017000,,,8023233270.0,-17363000,5636000,200661000,4110000,-130285000,-159418000,40886000,5150000,101169000,0,109419000,92812000,92812000,0,624000,0.313,68757000,136616000,170082000,1.273,1.649,23.599,23.225,9528348000,16607000,18.58,6.923,6.74,218689000,-904679000.0,296130000,296130000,0,5175000,24646000,1.0,431820951,422491000,424238000.0,0.701,10997867000,0,263000,0,26.031,,4229000,,9588436,-0.023
KLAC,2019-12-31,-66758000,9250720000,4377443000.0,4873277000.0,16.974,-34874000,939864000,939864000,633618000,380305000,2.548,2.458,3399877000,0.0,3399877000.0,3399877000,551356000,88534000,0,0.018,0.85,465649000,554183000,0.367,554183000,465649000,425177000,2.42,2.4,2.42,2669764000,2669764000,29311955073.0,21.0,16.365,352857000,2.243,1,875835000,0.58,3792231000,40472000,6200259000,1251400000,737658000,737658000.0,0.0,6562750000,1718243000.0,4844507000.0,26851942073.0,-48484000,0,-260094000,-25000000,-134696000,-432030000,-8148000,26726000,387731000,3963000,380555000,380555000,380555000,0,-250000,0.252,410436000,465399000,256646000,0.351,10.058,23.603,23.922,489980000,0,171.28,5.087,5.104,1191035000,719001000.0,1509453000,1509453000,220751000,26789000,192253000,1.0,156772198,157290000,158620000.0,9.597,5458489000,213255000,44622000,680929000,34.703,2659200000.0,-24253000,0.3069999999999999,-1022297,0.008
KMB,2020-03-31,-3615000000,15677000000,5646000000.0,10031000000.0,-0.49,-352000000,979000000,979000000,3218000000,675000000,0.871,-93.599,8448000000,1238000000.0,7210000000.0,8448000000,0,213000000,0,0.03,1.07,918000000,1131000000,0.226,1131000000,918000000,857000000,1.93,1.92,1.93,-167000000,-167000000,54965106687.0,17.0,13.257,352000000,1.034,1,1791000000,0.358,1361000000,61000000,15302000000,1539000000,314000000,0.0,314000000.0,15631000000,6483000000.0,9148000000.0,47496106687.0,537000000,0,-106000000,707000000,-357000000,220000000,-359000000,-9000000,704000000,-28000000,660000000,660000000,660000000,0,15000000,0.132,887000000,904000000,2876000000,0.554,-284.408,20.1,20.242,7226000000,0,139.47,2.523,2.523,2519000000,6978000000.0,5009000000,5009000000,0,15000000,873000000,1.0,340547119,340547119,,14.709,14316000000,0,197000000,512000000,42.038,-837000000.0,701000000,0.14,-1248547,0.0159999999999999
KMI,2020-03-31,-62000000,73530000000,3096000000.0,70434000000.0,14.623,-440000000,360000000,360000000,1375000000,-291000000,0.552,1.186,34945000000,3540000000.0,31405000000.0,34945000000,0,565000000,0,0.048,0.0,190000000,755000000,0.243,755000000,190000000,-246000000,-0.14,-0.14,-0.14,33106000000,33106000000,70112962184.0,18.0,11.126,453000000,0.2,1,1731000000,0.557,23467000000,436000000,79040000000,307000000,7886000000,0.0,7886000000.0,39273000000,5608000000.0,33665000000.0,35527962184.0,733000000,907000000,-50000000,149000000,-569000000,-487000000,335000000,-110000000,893000000,-8000000,-306000000,-306000000,-306000000,0,15000000,-0.099,1688000000,43000000,752000000,0.0,1.073,26.753,27.086,36041000000,0,15.71,2.757,2.76,1186000000,-8568000000.0,3106000000,3106000000,0,0,153000000,1.0,2261487090,2264000000,2264000000.0,1.372,50063000000,845000000,60000000,295000000,22.113,-2512000000.0,553000000,-0.0829999999999999,-3576369,0.021
KMX,2020-03-31,-150071000,21082182000,3663687000.0,17418495000.0,23.068,-82719000,539254000,539254000,4289633000,214934000,2.387,4.594,15849163000,464436000.0,15384727000.0,15849163000,0,57585000,0,0.0,0.0,298940000,356525000,0.072,356525000,298940000,276633000,1.32,1.3,1.32,3768875000,3768875000,25646409316.0,21.0,17.568,-201419000,-1.233,1,672857000,0.136,0,22307000,34857384000,2846416000,13551711000,0.0,13551711000.0,17313307000,1534707000.0,15778600000.0,10336500316.0,26361000,0,-81130000,358968000,0,277838000,-132777000,-50058000,-118700000,0,214934000,214934000,214934000,0,0,0.043,372821000,300036000,737144000,0.0,2.743,11.635,11.796,3518196000,0,63.58,0.509,0.516,191090000,2488417000.0,4962490000,4962490000,0,10684000,484728000,1.0,162574714,163381000,165818000.0,30.374,21082182000,89842000,61699000,1389000,129.037,2128980000.0,360972000,-0.0409999999999999,-810425,0.008
KO,2020-03-31,-15696000000,94013000000,28234000000.0,65779000000.0,4.234,-236000000,15274000000,15274000000,3371000000,2795000000,0.872,4.085,50393000000,19299000000.0,31094000000.0,50393000000,0,367000000,0,0.035,0.41,3183000000,3550000000,0.413,3550000000,3183000000,2990000000,0.65,0.64,0.65,18158000000,18158000000,230235914167.0,19.0,16.609,320000000,0.075,1,5230000000,0.608,27838000000,193000000,68897000000,3558000000,21064000000,2392000000.0,18672000000.0,74179000000,32397000000.0,41782000000.0,195116914167.0,7228000000,-948000000,319000000,7730000000,0,7810000000,-1084000000,148000000,556000000,-54000000,2775000000,2775000000,2775000000,0,20000000,0.323,2850000000,2380000000,12640000000,0.631,10.746,19.479,19.332,10993000000,0,45.43,5.249,5.242,4430000000,66870000000.0,8601000000,8601000000,0,-5000000,2648000000,1.0,4294891353,4289000000,4325000000.0,2.005,66175000000,2275000000,215000000,2314000000,15.429,-4163000000.0,7630000000,0.1149999999999999,4615286,0.001
KR,2020-03-31,-640000000,45256000000,10890000000.0,34366000000.0,10.807,-749000000,399000000,399000000,22507000000,319000000,0.765,4.264,21178000000,2562000000.0,18616000000.0,21178000000,0,1295000000,0,0.021,0.16,538000000,1833000000,0.063,1833000000,538000000,398000000,0.4,0.4,0.4,8602000000,8602000000,44209101829.0,16.0,7.344,-133000000,-0.167,1,6386000000,0.221,4142000000,140000000,47650000000,7084000000,0,0.0,0.0,36683000000,14243000000.0,22440000000.0,23430101829.0,-146000000,0,-408000000,573000000,-130000000,25000000,-787000000,0,616000000,0,327000000,327000000,327000000,0,-8000000,0.011,5849000000,537000000,6349000000,0.4,2.724,14.123,14.693,28685000000,0,30.12,0.192,0.197,1706000000,20978000000.0,28893000000,28893000000,0,38000000,4985000000,1.0,777891827,796000000,805000000.0,36.298,41114000000,0,71000000,1466000000,51.651,-3353000000.0,412000000,-0.016,-22695486,0.0
KRFT,2015-03-31,-634000000,23134000000,5004000000.0,18130000000.0,7.631,-139000000,1178000000,1178000000,3019000000,429000000,1.025,4.122,10032000000,1406000000.0,8626000000.0,10032000000,0,102000000,0,0.025,0.55,740000000,842000000,0.193,842000000,740000000,633000000,0.73,0.72,0.73,4517000000,4517000000,59689807372.0,35.0,28.195,195000000,0.329,1,1333000000,0.306,13551000000,107000000,13553000000,1886000000,0,0.0,0.0,18617000000,4884000000.0,13733000000.0,50835807372.0,-115000000,0,19000000,0,-324000000,-293000000,-142000000,0,334000000,-14000000,429000000,429000000,429000000,0,0,0.099,593000000,740000000,1629000000,0.753,11.254,53.009,52.687,4194000000,0,85.88,2.794,2.794,1219000000,1148000000.0,4352000000,4352000000,0,16000000,593000000,1.0,591940002,591940002,,7.352,9583000000,382000000,204000000,292000000,16.189,120000000.0,0,0.0209999999999999,3951307,0.205
KSS,2019-12-31,0,14555000000,4649000000.0,9906000000.0,35.105,-177000000,723000000,723000000,4400000000,265000000,1.679,1.671,6124000000,282000000.0,5842000000.0,6124000000,0,230000000,0,0.16,1.374,401000000,631000000,0.092,631000000,401000000,351000000,1.7,1.7,1.7,5450000000,5450000000,8040190500.0,7.0,3.97,435000000,2.802,1,2432000000,0.356,0,50000000,17187000000,3537000000,0,0.0,0.0,9105000000,2769000000.0,6336000000.0,2639190500.0,233000000,0,-84000000,-25000000,-104000000,-212000000,-167000000,0,612000000,0,265000000,265000000,265000000,0,0,0.039,2031000000,401000000,1206000000,0.808,0.484,3.819,3.872,9743000000,0,17.0,0.132,0.132,0,13745000000.0,6832000000,6832000000,0,9000000,1743000000,1.0,155246500,155246500,,44.007,14555000000,0,86000000,308000000,93.754,1880000000.0,21000000,0.26,-1321401,-0.044
L,2019-12-31,-68000000,82243000000,,,64.687,-298000000,336000000,336000000,2122000000,211000000,,3.155,11533000000,,,11533000000,8362000000,943000000,0,0.005,0.063,424000000,1367000000,0.353,1367000000,424000000,282000000,0.74,0.73,0.74,19119000000,19119000000,26716457942.0,15.0,9.844,172000000,0.582,1,1754000000,0.453,767000000,142000000,92673000000,0,51250000000,,,60313000000,,,15519457942.0,-106000000,3000000,-408000000,46000000,-19000000,-397000000,-187000000,191000000,470000000,8000000,217000000,217000000,217000000,0,-6000000,0.056,1336000000,418000000,108000000,0.085,0.812,16.652,17.51,15568000000,0,53.93,1.039,1.093,7675000000,15823000000.0,3876000000,3876000000,0,0,1336000000,1.0,287770405,295560000,296210000.0,13.114,81476000000,0,65000000,1168000000,275.667,,51000000,,-9668591,0.062
LEG,2019-12-31,-76800000,4816400000,1538100000.0,3278300000.0,9.929,-40100000,247600000,247600000,872500000,86900000,1.657,2.671,2278500000,90400000.0,2188100000.0,2278500000,0,47200000,0,0.035,0.4,136900000,184100000,0.161,184100000,136900000,114700000,0.65,0.64,0.65,1312000000,1312000000,8002172205.0,15.0,11.23,211300000,1.599,1,272400000,0.238,2170300000,22200000,3748900000,0,0,0.0,0.0,3503900000,928100000.0,2575800000.0,5971272205.0,5600000,-20600000,-2700000,-127500000,-52600000,-183300000,-68700000,0,251400000,6200000,86800000,86800000,86800000,0,100000,0.076,136100000,136300000,463400000,0.615,4.551,17.889,18.222,989600000,0,45.19,1.256,1.256,591900000,2734500000.0,1144900000,1144900000,0,9100000,117600000,1.0,132137026,132137026,,8.664,2646100000,0,27900000,214200000,20.025,610000000.0,-126800000,-0.086,534232,0.0159999999999999
LEN,2020-03-31,452000,29173699000,,,51.385,-4842000,793616000,793616000,3989072000,391223000,,0.809,8115498000,,,8115498000,0,20414000,0,0.006,0.0,430781000,451195000,0.1,451195000,430781000,430781000,1.27,1.27,1.27,16044599000,16044599000,19580458399.0,8.0,7.398,378134000,1.211,1,516265000,0.115,3442359000,0,33053222000,18643480000,946716000,,,12980322000,,,12258576399.0,-393649000,0,-295988000,-521275000,-39240000,-789804000,13179000,16344000,382976000,0,398452000,398452000,398452000,0,-7229000,0.088,86847000,429418000,1180708000,0.0,0.764,6.106,6.232,0,0,39.26,0.535,0.535,311817000,8654213000.0,4505337000,4505337000,0,31855000,86847000,1.0,312240866,312240866,,14.429,25731340000,0,32329000,0,82.409,,338860000,,-3617647,-0.0259999999999999
LH,2019-12-31,-372400000,18046400000,2981200000.0,15065200000.0,77.77,-128200000,337500000,337500000,2132700000,227300000,1.123,1.382,7107600000,630100000.0,6477500000.0,7107600000,451000000,205800000,0,0.0,0.0,357100000,562900000,0.191,562900000,357100000,292700000,2.34,2.31,2.34,7567000000,7567000000,23864737000.0,18.0,11.279,441600000,4.539,1,820700000,0.278,11899500000,64400000,10261200000,244700000,84900000,0.0,84900000.0,10459300000,2655800000.0,7803500000.0,17094637000.0,-23600000,-23100000,-44500000,-396300000,0,-449400000,-152100000,-4400000,569800000,8100000,227100000,227100000,227100000,0,200000,0.077,484300000,336400000,632300000,0.0,2.259,20.751,20.866,2636600000,0,175.69,1.479,1.479,2025300000,7903600000.0,2953400000,2953400000,0,23500000,413900000,1.0,97300000,97300000,,30.354,6146900000,8800000,65600000,942800000,63.175,325400000.0,-330200000,-0.046,200000,-0.001
LIFE,2019-12-31,-40000,36188000,31925000.0,4263000.0,5.437,-41000,9210000,9210000,0,-6133000,2.47,0.716,11731000,9492000.0,2239000.0,11731000,0,352000,0,0.0,0.0,-5973000,-5621000,-39.035,-5621000,-5973000,-5973000,-1.48,-1.48,-1.48,21186000,21186000,31326694.0,-1.0,-1.409,-4957000,-1.272,1,144000,1.0,0,0,25786000,0,21934000,21934000.0,0.0,15162000,12923000.0,2239000.0,28805694.0,-8131000,0,5000,-2000000,0,-1995000,-1220000,-1179000,-4916000,0,-5973000,-5973000,-5973000,0,-160000,-41.479,6106000,-5962000,847000,0.0,1.36,-1.22,-0.438,4091000,0,3.08,68.26,24.491,0,-322304000.0,144000,144000,3590000,425000,2516000,1.0,9352498,3896869,3896869.0,0.037,36188000,0,0,0,9.286,19002000.0,-2023000,-0.839,5462313,0.0
LLL,2019-03-31,-701000000,14263000000,4905000000.0,9358000000.0,76.402,-46000000,1108000000,1108000000,2007000000,223000000,2.017,1.346,3891000000,0.0,3891000000.0,3891000000,0,58000000,0,0.014,0.85,291000000,349000000,0.129,349000000,291000000,254000000,2.74,2.71,2.74,6051000000,6051000000,21268903026.0,16.0,13.829,147000000,1.856,1,693000000,0.257,7204000000,37000000,7410000000,896000000,0,0.0,0.0,8145000000,2432000000.0,5713000000.0,18485903026.0,42000000,-19000000,-3000000,0,-70000000,-80000000,-74000000,0,193000000,3000000,217000000,217000000,217000000,0,6000000,0.08,400000000,293000000,672000000,0.31,3.055,18.141,17.981,1796000000,0,232.67,1.748,1.743,804000000,7574000000.0,2700000000,2700000000,0,12000000,382000000,1.0,79451167,79200000,80000000.0,34.091,7059000000,0,37000000,260000000,89.129,2473000000.0,570000000,0.0509999999999999,82822,-0.005
LLTC,2016-12-31,-198000,2191481000,1902047000.0,289434000.0,7.639,-12104000,330006000,330006000,90990000,123986000,9.528,0.167,0,0.0,0.0,0,49489000,13076000,0,0.02,0.32,162606000,175682000,0.467,175682000,162606000,162606000,0.5,0.5,0.5,1877812000,1877812000,14870164257.0,23.0,21.144,167356000,0.681,1,284827000,0.758,8285000,0,1653573000,98548000,1279819000,1279819000.0,0.0,313669000,199617000.0,114052000.0,15200170257.0,112871000,0,-1837000,0,-78707000,-77413000,10824000,22928000,179460000,0,123986000,123986000,123986000,0,0,0.33,124582000,160245000,17197000,0.64,8.095,30.408,30.946,281149000,0,63.13,10.239,10.452,145135000,-314459000.0,375817000,375817000,77030000,19927000,47552000,1.0,240775705,245804000,246280000.0,1.529,2183196000,0,38620000,74618000,8.882,1702430000.0,0,0.5460000000000012,417845,0.004
LLY,2020-03-31,-6885900000,41102800000,13994200000.0,27108600000.0,3.39,-258300000,1699000000,1699000000,1215100000,1456500000,1.11,12.312,17230300000,3248000000.0,13982300000.0,17230300000,0,273600000,0,0.017,0.0,1679900000,1953500000,0.333,1953500000,1679900000,1679900000,1.6,1.6,1.6,3078800000,3078800000,162470782326.0,26.0,22.062,124100000,0.137,1,4644700000,0.793,11545800000,0,32478100000,3102400000,2227100000,78400000.0,2148700000.0,37905600000,12610200000.0,25295400000.0,146939482326.0,-638500000,-849300000,-500000000,1472400000,-671300000,106700000,-1060900000,8300000,382400000,-66700000,1456500000,1456500000,1456500000,0,0,0.249,2964800000,1679900000,1207700000,0.0,47.726,26.555,25.31,7897900000,0,153.63,6.365,6.043,6352500000,5879400000.0,5859800000,5859800000,1392100000,71800000,1549600000,1.0,956450448,908200000,911700000.0,6.452,29557000000,2471600000,223400000,6475500000,32.545,1384000000.0,1426400000,-0.0539999999999998,68245,0.003
LM,2019-12-31,-127402000,8039718000,1975932000.0,6063786000.0,43.787,-6089000,848651000,848651000,0,91003000,2.123,0.929,2335701000,77377000.0,2258324000.0,2335701000,0,18255000,0,0.038,0.4,135471000,153726000,0.204,153726000,135471000,108439000,0.83,0.83,0.83,3804712000,3804712000,5001832533.0,11.0,9.638,329269000,3.789,1,753914000,1.0,5273614000,27032000,3322295000,0,514755000,514755000.0,0.0,3536088000,930859000.0,2605229000.0,3514782533.0,243635000,-3548000,0,0,-35978000,-77693000,-5384000,4253000,335358000,-8647000,74775000,74775000,74775000,0,16228000,0.099,623920000,129994000,159415000,0.482,0.924,14.849,15.207,434500000,0,40.45,1.214,1.214,461790000,1804251000.0,753914000,753914000,0,15426000,568987000,1.0,86892028,86892028,,8.676,2766104000,193792000,33664000,181115000,31.834,1045073000.0,-10732000,-0.0959999999999996,88953,0.0
LMT,2020-03-31,-15541000000,49248000000,19222000000.0,30026000000.0,12.288,-293000000,1988000000,1988000000,13560000000,1717000000,1.228,13.279,12689000000,1250000000.0,11439000000.0,12689000000,0,301000000,0,0.024,2.4,2178000000,2479000000,0.158,2479000000,2178000000,2030000000,6.1,6.08,6.1,3446000000,3446000000,117378593446.0,15.0,12.802,2021000000,7.207,1,2091000000,0.134,13707000000,148000000,30590000000,3539000000,0,0.0,0.0,45761000000,15652000000.0,30109000000.0,106677593446.0,474000000,0,-756000000,0,-693000000,-1545000000,-295000000,0,2314000000,0,1717000000,1717000000,1717000000,0,0,0.11,0,2091000000,3166000000,0.393,30.957,17.088,17.174,6605000000,0,380.4,1.745,1.745,2892000000,18708000000.0,15651000000,15651000000,0,42000000,0,1.0,280435314,280435314,,55.81,35541000000,3164000000,313000000,0,126.735,3570000000.0,35000000,0.004,-1502052,0.0
LNC,2019-12-31,5673000000,334761000000,,,100.777,0,2563000000,2563000000,3773000000,432000000,,16.002,6367000000,,,6367000000,0,0,98018000000,0.025,0.4,553000000,553000000,0.127,553000000,553000000,481000000,2.16,2.14,2.16,19689000000,19689000000,15727527466.0,13.0,12.633,171000000,0.875,1,572000000,0.132,1778000000,72000000,336787000000,0,133697000000,,,315072000000,,,11923527466.0,-376000000,0,-100000000,106000000,-76000000,2667000000,-3214000000,-3147000000,171000000,0,432000000,432000000,432000000,0,0,0.099,19000000,553000000,5082000000,0.185,0.606,13.458,13.839,0,0,61.03,0.691,0.691,17609000000,8854000000.0,4345000000,4345000000,0,0,0,1.0,195371579,195371579,,22.24,332983000000,0,49000000,0,1704.357,,-3000000,,-2959024,0.158
LO,2015-03-31,-260000000,4154000000,3308000000.0,846000000.0,-5.94,-2000000,1920000000,1920000000,1002000000,275000000,1.522,-2.947,3567000000,0.0,3567000000.0,3567000000,0,17000000,0,0.035,0.66,488000000,505000000,0.303,505000000,488000000,443000000,0.76,0.76,0.76,-2134000000,-2134000000,27230273587.0,13.0,12.417,839000000,2.336,1,666000000,0.399,156000000,45000000,3472000000,455000000,483000000,329000000.0,154000000.0,6288000000,2173000000.0,4115000000.0,25583273587.0,612000000,0,0,0,-238000000,-234000000,6000000,8000000,841000000,-1000000,275000000,275000000,275000000,0,0,0.165,179000000,487000000,36000000,0.868,-11.988,21.48,21.515,298000000,0,71.0,3.621,3.61,54000000,-1103000000.0,1668000000,1668000000,0,0,179000000,1.0,360327797,359230000,359910000.0,4.643,3998000000,657000000,168000000,158000000,11.129,1135000000.0,6000000,-0.1419999999999999,280566,-0.0119999999999999
LOW,2019-12-31,-136000000,39471000000,15318000000.0,24153000000.0,2.612,-465000000,716000000,716000000,11046000000,510000000,1.009,19.016,23750000000,3039000000.0,20711000000.0,23750000000,2113000000,381000000,0,0.031,0.55,958000000,1339000000,0.084,1339000000,958000000,775000000,0.68,0.69,0.68,1972000000,1972000000,74219518334.0,12.0,9.609,-280000000,-0.371,1,4981000000,0.311,303000000,183000000,47020000000,13179000000,532000000,160000000.0,372000000.0,37499000000,15182000000.0,22317000000.0,51185518334.0,-90000000,0,-624000000,1284000000,-423000000,243000000,-506000000,-41000000,185000000,0,510000000,510000000,510000000,0,0,0.032,4023000000,958000000,7659000000,0.809,25.956,11.956,12.35,22560000000,0,67.8,0.709,0.709,0,1727000000.0,16027000000,16027000000,0,23000000,3685000000,1.0,754948648,754948648,,21.229,39168000000,216000000,265000000,0,51.882,136000000.0,1463000000,-0.0310000000000001,-11526782,-0.013
LRCX,2020-03-31,-112676000,12938635000,9408785000.0,3529850000.0,31.229,-51375000,4215741000,4215741000,1336618000,574781000,4.468,1.849,5086338000,42407000.0,5043931000.0,5086338000,539601000,67248000,0,0.017,1.15,629495000,696743000,0.278,696743000,629495000,629495000,3.96,3.88,3.96,4537607000,4537607000,38881326664.0,16.0,14.405,490053000,3.373,1,1167007000,0.466,1666732000,0,10036839000,1674740000,1431550000,1431550000.0,0.0,8389482000,2105661000.0,6283821000.0,38010729664.0,925947000,0,-243719000,632363000,-163510000,225462000,169772000,211159000,541428000,-10715000,574781000,574781000,574781000,0,0,0.23,472893000,694114000,498860000,0.29,8.377,18.127,18.184,1048619000,0,261.85,3.954,3.957,2191070000,10991046000.0,2503625000,2503625000,307914000,47414000,164979000,1.0,145162229,145301000,148165000.0,17.231,11271903000,0,54714000,889287000,77.576,7303124000.0,667979000,1.1720000000000002,-386241,0.009
LSI,2019-12-31,-5958000,4232964000,,,45.672,-65936000,17458000,17458000,49928000,43731000,,0.972,1958122000,,,1958122000,11699000,27891000,0,0.036,1.07,63592000,91483000,0.62,91483000,63592000,43501000,0.93,0.94,0.93,2132894000,2132894000,7266341237.0,22.0,16.43,12912000,0.276,1,97625000,0.662,16500000,20091000,6157128000,0,154984000,,,2073763000,,,5325677237.0,55000,-6312000,-104000,39835000,-46657000,-7174000,-71619000,0,78848000,0,43501000,43501000,43501000,0,230000,0.295,35981000,61644000,103942000,1.151,2.497,20.586,20.548,3993140000,0,114.04,9.266,9.266,13520000,-238338000.0,147553000,147553000,0,908000,12221000,1.0,46700081,46700081,,3.16,4216464000,0,0,0,90.288,,40482000,,43190,-0.006
